Date,College Name,Acceptance Rate
2024-06-14 15:01:07,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-06-14 09:02:55,WORCESTER-POLYTECHNIC-INSTITUTE,57
2024-06-14 15:49:49,ROSE-HULMAN,73
2024-06-14 16:08:09,UC-SAN-DIEGO,53
2024-06-14 14:01:13,FULL-SAIL-UNIVERSITY,69
2024-06-14 19:07:17,COLUMBIA,4
2024-06-15 14:38:15,CLEMSON-UNIVERSITY,43
2024-06-15 16:36:41,DAVIDSON-COLLEGE,17
2024-06-16 18:15:50,WESTERN-WASHINGTON-UNIVERSITY,93
2024-06-16 19:30:00,WASHINGTON-STATE-UNIVERSITY,83
2024-06-16 19:36:32,UNC,62
2024-06-17 14:09:57,COLBY-COLLEGE,8
2024-06-17 16:34:46,CREIGHTON-UNIVERSITY,76
2024-06-17 17:11:12,UNIVERSITY-OF-COLORADO-DENVER,75
2024-06-17 19:28:51,ROSE-HULMAN,73
2024-06-17 13:01:48,ELON-UNIVERSITY,74
2024-06-17 22:10:13,TRINITY-UNIVERSITY,31
2024-06-17 17:31:00,UNIVERSITY-OF-WASHINGTON,48
2024-06-17 23:10:22,WESTERN-WASHINGTON-UNIVERSITY,93
2024-06-18 06:18:56,COLUMBIA,4
2024-06-18 12:44:11,IOWA-UNIVERSITY-OF-IOWA,86
2024-06-18 20:00:00,COLORADO-STATE-UNIVERSITY,91
2024-06-18 20:05:39,COLORADO-MESA-UNIVERSITY,64
2024-06-18 21:19:40,RICE,9
2024-06-18 22:13:42,LAFAYETTE-COLLEGE,34
2024-06-19 00:39:38,COLORADO-SCHOOL-OF-MINES,58
2024-06-19 18:58:37,JULIE-NELSON-ASSISTANT-DEAN,75
2024-06-19 18:03:24,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-06-20 16:13:02,SETON-HALL,75
2024-06-20 17:18:06,ROWAN-UNIVERSITY,77
2024-06-20 17:58:13,ROSE-HULMAN,73
2024-06-20 18:17:17,COLGATE-UNIVERSITY,12
2024-06-20 19:31:07,EBONY-CLINTON-BROWN—DEAN,5
2024-06-20 20:44:35,UNIVERSITY-OF-CHICAGO,5
2024-06-20 22:16:41,TRINITY-UNIVERSITY,31
2024-06-20 22:32:10,SETON-HALL,75
2024-06-20 23:46:27,UNIVERSITY-OF-CHICAGO,5
2024-06-21 14:13:34,JOHNS-HOPKINS-UNIVERSITY,7
2024-06-21 14:34:47,WESTERN-WASHINGTON-UNIVERSITY,93
2024-06-21 14:47:46,CLEMSON-UNIVERSITY,43
2024-06-21 16:27:47,ROSE-HULMAN,73
2024-06-22 09:05:37,MISSISSIPPI-STATE,70
2024-06-22 18:12:44,LAFAYETTE-COLLEGE,34
2024-06-23 16:39:57,OIT,66
2024-06-23 19:29:29,JOHNS-HOPKINS-UNIVERSITY,7
2024-06-23 23:14:24,TEXAS-TECH-UNIVERSITY,67
2024-06-24 09:11:12,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-06-24 19:31:33,ROSE-HULMAN,73
2024-06-24 20:10:13,MISSISSIPPI-STATE-UNIVERSITY,70
2024-06-24 22:04:53,WILLIAMS-COLLEGE,8
2024-06-24 22:17:01,UNIVERSITY-OF-CHICAGO,5
2024-06-24 22:33:17,DREXEL-UNIVERSITY,80
2024-06-24 22:40:35,OMAR-MORENO-GETTYSBURG-COLLEGE,56
2024-06-25 00:25:41,CHAPMAN-UNIVERSITY,73
2024-06-25 15:33:15,COLGATE-UNIVERSITY,12
2024-06-26 16:19:24,WESTERN-WASHINGTON-UNIVERSITY,93
2024-06-26 17:01:28,CREIGHTON-UNIVERSITY,76
2024-06-26 19:22:17,NORTHEASTERN-UNIVERSITY,7
2024-06-26 20:08:10,ROSE-HULMAN,73
2024-06-26 21:04:58,COLBY-COLLEGE,8
2024-06-26 23:10:47,UNIVERSITY-OF-COLORADO-BOULDER,79
2024-06-27 14:28:43,COLUMBIA,4
2024-06-27 22:01:20,BUCKNELL-UNIVERSITY,33
2024-06-27 22:39:43,SETON-HALL,75
2024-06-28 20:06:40,GATECH,97
2024-06-28 21:24:30,COLGATE-UNIVERSITY,12
2024-06-28 20:08:23,ARIZONA-STATE-UNIVERSITY,90
2024-06-29 16:12:12,DAVIDSON-COLLEGE,17
2024-06-30 14:26:15,DENISON,22
2024-06-30 17:39:30,XAVIER-UNIVERSITY,84
2024-06-30 21:00:00,WASHINGTON-STATE-UNIVERSITY,83
2024-07-01 16:00:00,SAINT-LOUIS-UNIVERSITY,85
2024-07-01 19:13:00,EBONY-CLINTON-BROWN—DEAN,5
2024-07-01 20:04:43,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-01 20:07:54,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-01 20:41:38,UNIVERSITY-OF-CHICAGO,5
2024-07-01 21:02:39,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-02 09:04:29,WORCESTER-POLYTECHNIC-INSTITUTE,57
2024-07-02 20:46:50,DREXEL-UNIVERSITY,80
2024-07-02 22:00:00,MIAMI-UNIVERSITY,100
2024-07-03 14:12:42,WESTERN,27
2024-07-03 16:26:42,SETON-HALL,75
2024-07-03 18:26:37,ROSE-HULMAN,73
2024-07-03 14:10:46,WORCESTER-POLYTECHNIC-INSTITUTE,57
2024-07-03 20:57:36,WASHINGTON-STATE-UNIVERSITY,83
2024-07-03 21:04:16,UNC,62
2024-07-04 14:09:34,COLUMBIA,4
2024-07-04 18:08:09,UNION-COLLEGE,53
2024-07-04 22:42:57,SETON-HALL,75
2024-07-05 20:35:02,NORTHEASTERN,7
2024-07-06 15:20:48,SETON-HALL,75
2024-07-07 23:14:04,TEXAS-TECH-UNIVERSITY,67
2024-07-08 15:24:47,GEORGE-MASON-UNIVERSITY,90
2024-07-08 17:02:48,CREIGHTON-UNIVERSITY,76
2024-07-08 18:56:59,CREIGHTON-UNIVERSITY,76
2024-07-08 20:05:10,COLGATE-UNIVERSITY,12
2024-07-08 20:10:39,ROSE-HULMAN,73
2024-07-08 21:11:28,UNIVERSITY-OF-OREGON,86
2024-07-08 21:24:01,TRINITY-UNIVERSITY,31
2024-07-08 22:03:32,UNIVERSITY-OF-CHICAGO,5
2024-07-08 22:10:21,UNIVERSITY-OF-COLORADO-DENVER,75
2024-07-08 21:25:09,ROLLINS-COLLEGE,50
2024-07-08 23:10:58,TEXAS-TECH-UNIVERSITY,67
2024-07-08 23:49:54,DU,61
2024-07-09 00:20:22,CHAPMAN-UNIVERSITY,73
2024-07-09 15:40:40,COLGATE-UNIVERSITY,12
2024-07-09 17:03:28,COLUMBIA,4
2024-07-09 18:14:52,GETTYSBURG-COLLEGE,56
2024-07-09 15:00:00,HAWAI‘I-PACIFIC-UNIVERSITY,85
2024-07-09 15:01:55,UNIVERSITY-OF-WASHINGTON,48
2024-07-09 13:22:00,ELON-UNIVERSITY,74
2024-07-09 22:47:35,DREXEL-UNIVERSITY,80
2024-07-10 17:49:14,NORTHEASTERN,7
2024-07-10 18:46:29,ROSE-HULMAN,73
2024-07-10 14:34:15,IOWA-UNIVERSITY-OF-IOWA,86
2024-07-10 21:28:20,NORTHERN-ARIZONA-UNIVERSITY,80
2024-07-11 08:00:00,WASHINGTON-STATE-UNIVERSITY,83
2024-07-11 13:11:39,COLBY-COLLEGE,8
2024-07-11 19:25:50,NORTHEASTERN-UNIVERSITY,7
2024-07-11 15:38:59,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-07-11 22:44:35,SETON-HALL,75
2024-07-11 23:34:15,UNIVERSITY-OF-COLORADO-BOULDER,79
2024-07-12 00:18:53,UNIVERSITY-OF-CHICAGO,5
2024-07-12 00:47:06,UNIVERSITY-OF-ADVANCING-TECHNOLOGY,91
2024-07-12 18:26:02,BUCKNELL-UNIVERSITY,33
2024-07-12 19:30:05,ROSE-HULMAN,73
2024-07-12 23:04:33,WILLAMETTE-UNIVERSITY,81
2024-07-13 15:14:43,RICE,9
2024-07-13 16:39:37,DAVIDSON-COLLEGE,17
2024-07-13 17:48:31,ROLANDO-ROJAS-REGIONAL-RECRUITMENT-DIRECTOR,96
2024-07-14 16:24:39,UC-SAN-DIEGO,53
2024-07-14 17:08:43,COLGATE-UNIVERSITY,12
2024-07-14 20:03:41,UNC,62
2024-07-14 22:31:26,UNIVERSITY-OF-CHICAGO,5
2024-07-14 23:14:14,TEXAS-TECH-UNIVERSITY,67
2024-07-15 14:09:02,COLBY-COLLEGE,8
2024-07-15 13:00:00,WHEATON-COLLEGE,89
2024-07-15 20:38:20,ROSE-HULMAN,73
2024-07-15 21:28:19,NORTHERN-ARIZONA-UNIVERSITY,80
2024-07-16 01:19:43,DREXEL-UNIVERSITY,80
2024-07-15 20:43:25,ARIZONA-STATE-UNIVERSITY,90
2024-07-16 13:13:51,COLGATE-UNIVERSITY,12
2024-07-16 16:45:19,CREIGHTON-UNIVERSITY,76
2024-07-16 20:00:00,COLORADO-STATE-UNIVERSITY,91
2024-07-16 20:12:33,CREIGHTON-UNIVERSITY,76
2024-07-16 19:36:26,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-07-17 17:44:55,NORTHEASTERN,7
2024-07-17 18:37:03,UNIVERSITY-OF-CHICAGO,5
2024-07-17 19:29:14,UNIVERSITY-OF-CHICAGO,5
2024-07-17 20:23:25,ROSE-HULMAN,73
2024-07-17 21:00:00,WASHINGTON-STATE-UNIVERSITY,83
2024-07-17 21:23:11,DREXEL-UNIVERSITY,80
2024-07-17 21:29:56,UNIVERSITY-OF-OREGON,86
2024-07-17 21:42:00,WILLAMETTE-UNIVERSITY,81
2024-07-17 21:46:54,TULANE-UNIVERSITY,11
2024-07-17 22:00:00,MIAMI-UNIVERSITY,100
2024-07-18 09:20:28,NORTHERN-ARIZONA-UNIVERSITY,80
2024-07-18 15:38:20,DREXEL-COLLEGE-OF-COMPUTING-&-INFORMATICS,80
2024-07-18 22:47:36,SETON-HALL,75
2024-07-18 23:23:36,TEXAS-TECH-UNIVERSITY,67
2024-07-18 22:43:06,RENSSELAER-POLYTECHNIC-INSTITUTE,65
2024-07-19 09:02:55,WORCESTER-POLYTECHNIC-INSTITUTE,57
2024-07-19 17:21:42,ROSE-HULMAN,73
2024-07-19 17:26:21,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-19 19:13:00,COLUMBIA,4
2024-07-19 20:00:00,WASHINGTON-STATE-UNIVERSITY,83
2024-07-20 01:59:06,UNIVERSITY-OF-ADVANCING-TECHNOLOGY,91
2024-07-20 16:27:30,DAVIDSON-COLLEGE,17
2024-07-21 16:46:24,OIT,66
2024-07-21 17:47:46,XAVIER-UNIVERSITY,84
2024-07-21 20:32:15,UNC,62
2024-07-21 23:15:16,TEXAS-TECH-UNIVERSITY,67
2024-07-22 11:00:00,DRURY-UNIVERSITY,63
2024-07-22 18:47:36,CREIGHTON-UNIVERSITY,76
2024-07-22 19:01:32,COLUMBIA,4
2024-07-22 19:23:50,ROSE-HULMAN,73
2024-07-22 21:42:00,WILLAMETTE-UNIVERSITY,81
2024-07-22 22:54:53,COLUMBIA,4
2024-07-23 16:58:41,MONTANA-STATE-UNIVERSITY,73
2024-07-23 17:01:52,COLBY-COLLEGE-OF-AND-FINANCIAL-AID,8
2024-07-23 18:31:22,STEVENS-INSTITUTE-OF-TECHNOLOGY,46
2024-07-23 21:28:19,NORTHERN-ARIZONA-UNIVERSITY,80
2024-07-23 22:43:06,RENSSELAER-POLYTECHNIC-INSTITUTE,65
2024-07-24 14:13:53,COLBY-COLLEGE,8
2024-07-24 10:53:41,IOWA-UNIVERSITY-OF-IOWA,86
2024-07-24 15:59:43,DREXEL-COLLEGE-OF-COMPUTING-&-INFORMATICS,80
2024-07-24 16:22:25,NORTHEASTERN,7
2024-07-24 19:03:51,CHAPMAN-UNIVERSITY,73
2024-07-24 19:24:06,ROSE-HULMAN,73
2024-07-24 21:38:03,UNIVERSITY-OF-CHICAGO,5
2024-07-24 22:00:23,EBONY-CLINTON-BROWN—DEAN,5
2024-07-25 14:22:37,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-25 15:51:51,COLORADO-SCHOOL-OF-MINES,58
2024-07-25 18:41:46,OREGON-STATE-UNIVERSITY,83
2024-07-25 20:05:09,OMAR-MORENO-GETTYSBURG-COLLEGE,56
2024-07-25 20:17:13,JOHNS-HOPKINS-UNIVERSITY,7
2024-07-25 20:32:40,SYRACUSE-UNIVERSITY,52
2024-07-25 15:07:52,ELON-UNIVERSITY,74
2024-07-25 22:55:31,SETON-HALL,75
2024-07-25 23:25:01,UNIVERSITY-OF-COLORADO-BOULDER,79
2024-07-26 01:16:13,ROWAN-UNIVERSITY,77
2024-07-26 19:25:18,ROSE-HULMAN,73
2024-07-26 19:32:52,BUCKNELL-UNIVERSITY,33
2024-07-27 14:10:52,COLUMBIA,4
2024-07-27 14:18:42,STEVENS-INSTITUTE-OF-TECHNOLOGY,46
2024-07-27 16:12:03,DAVIDSON-COLLEGE,17
2024-07-27 21:28:20,NORTHERN-ARIZONA-UNIVERSITY,80
2024-07-27 16:47:38,MISSISSIPPI-STATE,70
2024-07-28 16:58:42,MONTANA-STATE-UNIVERSITY,73
2024-07-28 18:06:57,COLUMBIA,4
2024-07-28 20:30:11,UNC,62
2024-07-28 23:13:52,TEXAS-TECH-UNIVERSITY,67
2024-07-29 17:07:44,TRINITY-UNIVERSITY,31
2024-07-29 17:15:06,CREIGHTON-UNIVERSITY,76
2024-07-29 19:18:11,BUCKNELL-UNIVERSITY,33
2024-07-29 20:11:23,CREIGHTON-UNIVERSITY,76
2024-07-30 08:56:48,NORTHEASTERN,7
2024-07-30 13:09:17,COLGATE-UNIVERSITY,12
2024-07-30 14:07:48,WESTERN,27
2024-07-30 14:43:15,CLEMSON-UNIVERSITY,43
2024-07-30 17:07:30,KRISTA-EVANS-DEAN,75
2024-07-30 19:12:48,UNION-COLLEGE,53
2024-07-30 20:27:36,LOYOLA-UNIVERSITY-CHICAGO,79
2024-07-30 20:42:31,UNIVERSITY-OF-CHICAGO,5
2024-07-30 22:32:09,COLUMBIA,4
2024-07-30 17:31:23,UNIVERSITY-OF-WYOMING,96
2024-07-31 15:18:00,COLORADO-SCHOOL-OF-MINES,58
2024-07-31 15:28:16,COLGATE-UNIVERSITY,12
2024-07-31 15:34:49,DENISON-UNIVERSITY,22
2024-07-31 19:27:55,MISSISSIPPI-STATE-UNIVERSITY,70
2024-07-31 20:10:21,GATECH,97
2024-07-31 20:17:06,GONZAGA-UNIVERSITY,70
2024-07-31 21:00:00,OREGON-STATE-UNIVERSITY,83
2024-07-31 21:35:05,TULANE-UNIVERSITY,11
2024-07-31 21:42:00,WILLAMETTE-UNIVERSITY,81
2024-07-31 22:04:53,UNIVERSITY-OF-COLORADO-BOULDER,79
2024-07-31 22:43:07,RENSSELAER-POLYTECHNIC-INSTITUTE,65
2024-07-31 19:38:21,EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,65
2024-08-01 06:58:12,WASHINGTON-STATE-UNIVERSITY,83
2024-08-01 13:26:06,CLEMSON-UNIVERSITY,43
2024-08-01 15:07:01,UNIVERSITY-OF-TENNESSEE,83
2024-08-01 15:17:33,OREGONSTATE,83
2024-08-01 15:24:51,LAFAYETTE-COLLEGE,34
2024-08-01 15:50:11,CHAPMAN-UNIVERSITY-,73
2024-08-01 16:10:16,COLORADO-SCHOOL-OF-MINES,58
2024-08-01 16:35:41,UNIVERSITY-OF-TENNESSEE,83
2024-08-01 16:37:56,UC-SAN-DIEGO,53
2024-08-01 18:10:28,BUCKNELL-UNIVERSITY,33
2024-08-01 18:12:11,GEORGE-MASON-UNIVERSITY,90
